"1520682420.0","9385.7"
"1520682480.0","9384.58"
"1520682540.0","9381.66"
"1520682600.0","9385.31"
"1520682660.0","9387.16"
"1520682720.0","9385.69"
"1520682780.0","9383.01"
"1520682840.0","9382.44"
"1520682900.0","9375.27"
"1520682960.0","9370.5"
"1520683020.0","9338.54"
"1520683080.0","9288.33"
"1520683140.0","9289.34"
"1520683200.0","9282.67"
"1520683260.0","9262.16"
"1520683320.0","9257.34"
"1520683380.0","9258.82"
"1520683440.0","9244.22"
"1520683500.0","9218.5"
"1520683560.0","9191.75"
"1520683620.0","9203.57"
"1520683680.0","9178.09"
"1520683740.0","9176.94"
"1520683800.0","9186.99"
"1520683860.0","9202.43"
"1520683920.0","9219.53"
"1520683980.0","9206.73"
"1520684040.0","9205.69"
"1520684100.0","9219.72"
"1520684160.0","9217.77"
"1520684220.0","9214.04"
"1520684280.0","9202.4"
"1520684340.0","9204.4"
"1520684400.0","9189.9"
"1520684460.0","9193.48"
"1520684520.0","9201.07"
"1520684580.0","9192.05"
"1520684640.0","9190.53"
"1520684700.0","9191.01"
"1520684760.0","9194.56"
"1520684820.0","9194.97"
"1520684880.0","9192.44"
"1520684940.0","9192.44"
"1520685000.0","9157.37"
"1520685060.0","9122.07"
"1520685120.0","9077.2"
"1520685180.0","9105.25"
"1520685240.0","9108.15"
"1520685300.0","9110.74"
"1520685360.0","9118.93"
"1520685420.0","9126.64"
"1520685480.0","9110.46"
"1520685540.0","9099.06"
"1520685600.0","9072.22"
"1520685660.0","9063.78"
"1520685720.0","9057.66"
"1520685780.0","9075.65"
"1520685840.0","9084.32"
"1520685900.0","9094.8"
"1520685960.0","9111.76"
"1520686020.0","9104"
"1520686080.0","9105.79"
"1520686140.0","9094.89"
"1520686200.0","9086.24"
"1520686260.0","9070.39"
"1520686320.0","9054.88"
"1520686380.0","9042.63"
"1520686440.0","9003.84"
"1520686500.0","9000.57"
"1520686560.0","9017.64"
"1520686620.0","9022.6"
"1520686680.0","9012.23"
"1520686740.0","9049.45"
"1520686800.0","9071.8"
"1520686860.0","9055.96"
"1520686920.0","9073.9"
"1520686980.0","9067.62"
"1520687040.0","9065.88"
"1520687100.0","9050.68"
"1520687160.0","9047.5"
"1520687220.0","9055.56"
"1520687280.0","9065.17"
"1520687340.0","9076.01"
"1520687400.0","9099.6"
"1520687460.0","9104.67"
"1520687520.0","9113.21"
"1520687580.0","9116.29"
"1520687640.0","9110.14"
"1520687700.0","9105.26"
"1520687760.0","9112.91"
"1520687820.0","9091.83"
"1520687880.0","9084.95"
"1520687940.0","9086.37"
"1520688000.0","9082.61"
"1520688060.0","9059.23"
"1520688120.0","9077.81"
"1520688180.0","9077.57"
"1520688240.0","9090.42"
"1520688300.0","9096.58"
"1520688360.0","9095.85"
"1520688420.0","9099.95"
"1520688480.0","9119.44"
"1520688540.0","9115.59"
"1520688600.0","9104.83"
"1520688660.0","9106.38"
"1520688720.0","9107.01"
"1520688780.0","9076.28"
"1520688840.0","9043.25"
"1520688900.0","9029.26"
"1520688960.0","9045.52"
"1520689020.0","9061.04"
"1520689080.0","9065.41"
"1520689140.0","9058.83"
"1520689200.0","9057.38"
"1520689260.0","9042.37"
"1520689320.0","9037.6"
"1520689380.0","9032.01"
"1520689440.0","9040.1"
"1520689500.0","9047.39"
"1520689560.0","9045.31"
"1520689620.0","9039.67"
"1520689680.0","9052.44"
"1520689740.0","9052.55"
"1520689800.0","9060.14"
"1520689860.0","9058.67"
"1520689920.0","9065.32"
"1520689980.0","9078.06"
"1520690040.0","9071.84"
