Date,Close Price
2018-03-03 00:55:00,11084.57
2018-03-03 00:56:00,11085.57
2018-03-03 00:57:00,11083.37
2018-03-03 00:58:00,11077.64
2018-03-03 00:59:00,11077.47
2018-03-03 01:00:00,11077.99
2018-03-03 01:01:00,11081.54
2018-03-03 01:02:00,11085.05
2018-03-03 01:03:00,11090.69
2018-03-03 01:04:00,11092.2
2018-03-03 01:05:00,11093.26
2018-03-03 01:06:00,11092.35
2018-03-03 01:07:00,11093.56
2018-03-03 01:08:00,11091.63
2018-03-03 01:09:00,11096.21
2018-03-03 01:10:00,11107.6
2018-03-03 01:11:00,11117.67
2018-03-03 01:12:00,11139.38
2018-03-03 01:13:00,11144.94
2018-03-03 01:14:00,11142.19
2018-03-03 01:15:00,11144.42
2018-03-03 01:16:00,11139.05
2018-03-03 01:17:00,11140.77
2018-03-03 01:18:00,11145.6
2018-03-03 01:19:00,11149.71
2018-03-03 01:20:00,11169.98
2018-03-03 01:21:00,11172.83
2018-03-03 01:22:00,11187.41
2018-03-03 01:23:00,11191.89
2018-03-03 01:24:00,11197.25
2018-03-03 01:25:00,11187.35
2018-03-03 01:26:00,11185.65
2018-03-03 01:27:00,11174.28
2018-03-03 01:28:00,11173.05
2018-03-03 01:29:00,11186.9
2018-03-03 01:30:00,11191.87
2018-03-03 01:31:00,11194.34
2018-03-03 01:32:00,11195.84
2018-03-03 01:33:00,11199.92
2018-03-03 01:34:00,11198.99
2018-03-03 01:35:00,11196.55
2018-03-03 01:36:00,11187.26
2018-03-03 01:37:00,11180.34
2018-03-03 01:38:00,11181.98
2018-03-03 01:39:00,11191.84
2018-03-03 01:40:00,11191.95
2018-03-03 01:41:00,11189.5
2018-03-03 01:42:00,11193.73
2018-03-03 01:43:00,11200.72
2018-03-03 01:44:00,11218.05
2018-03-03 01:45:00,11223.71
2018-03-03 01:46:00,11216.4
2018-03-03 01:47:00,11209.22
2018-03-03 01:48:00,11211.6
2018-03-03 01:49:00,11197.42
2018-03-03 01:50:00,11199.08
2018-03-03 01:51:00,11204.71
2018-03-03 01:52:00,11207.25
2018-03-03 01:53:00,11213.74
2018-03-03 01:54:00,11213.28
2018-03-03 01:55:00,11210.13
2018-03-03 01:56:00,11213.44
2018-03-03 01:57:00,11217.32
2018-03-03 01:58:00,11212.39
2018-03-03 01:59:00,11211.91
2018-03-03 02:00:00,11209.47
2018-03-03 02:01:00,11210.42
2018-03-03 02:02:00,11209.81
2018-03-03 02:03:00,11203.46
2018-03-03 02:04:00,11187.36
2018-03-03 02:05:00,11188.59
2018-03-03 02:06:00,11187.2
2018-03-03 02:07:00,11194.44
2018-03-03 02:08:00,11195.7
2018-03-03 02:09:00,11195.87
2018-03-03 02:10:00,11199.87
2018-03-03 02:11:00,11200.33
2018-03-03 02:12:00,11207.87
2018-03-03 02:13:00,11209.23
2018-03-03 02:14:00,11210.49
2018-03-03 02:15:00,11216.18
2018-03-03 02:16:00,11220.58
2018-03-03 02:17:00,11222.79
2018-03-03 02:18:00,11221.68
2018-03-03 02:19:00,11222.98
2018-03-03 02:20:00,11221.11
2018-03-03 02:21:00,11211.21
2018-03-03 02:22:00,11215.95
2018-03-03 02:23:00,11212.85
2018-03-03 02:24:00,11217.06
2018-03-03 02:25:00,11216.34
2018-03-03 02:26:00,11221.4
2018-03-03 02:27:00,11225.32
2018-03-03 02:28:00,11225.77
2018-03-03 02:29:00,11223.11
2018-03-03 02:30:00,11227.97
2018-03-03 02:31:00,11223.39
2018-03-03 02:32:00,11222.93
2018-03-03 02:33:00,11219.57
2018-03-03 02:34:00,11225.17
2018-03-03 02:35:00,11240.23
2018-03-03 02:36:00,11250.46
2018-03-03 02:37:00,11276.62
2018-03-03 02:38:00,11307.79
2018-03-03 02:39:00,11313.77
2018-03-03 02:40:00,11296.05
2018-03-03 02:41:00,11306.35
2018-03-03 02:42:00,11316.19
2018-03-03 02:43:00,11330.11
2018-03-03 02:44:00,11344.47
2018-03-03 02:45:00,11346.08
2018-03-03 02:46:00,11340.04
2018-03-03 02:47:00,11321.04
2018-03-03 02:48:00,11311.1
2018-03-03 02:49:00,11312.96
2018-03-03 02:50:00,11320.24
2018-03-03 02:51:00,11325.59
2018-03-03 02:52:00,11351.24
2018-03-03 02:53:00,11319.98
2018-03-03 02:54:00,11337.68
2018-03-03 02:55:00,11332.16
2018-03-03 02:56:00,11314.27
2018-03-03 02:57:00,11303.75
2018-03-03 02:58:00,11284.13
2018-03-03 02:59:00,11301.82
2018-03-03 03:00:00,11301.59
2018-03-03 03:01:00,11322.5
2018-03-03 03:02:00,11326.4
2018-03-03 03:03:00,11326.73
2018-03-03 03:04:00,11322.76
2018-03-03 03:05:00,11323.93
2018-03-03 03:06:00,11324.34
2018-03-03 03:07:00,11325.32
2018-03-03 03:08:00,11322.99
2018-03-03 03:09:00,11323.96
2018-03-03 03:10:00,11325.02
2018-03-03 03:11:00,11324.58
2018-03-03 03:12:00,11327.73
2018-03-03 03:13:00,11323.24
2018-03-03 03:14:00,11321.88
2018-03-03 03:15:00,11321.93
2018-03-03 03:16:00,11320.54
2018-03-03 03:17:00,11307.33
2018-03-03 03:18:00,11300.68
2018-03-03 03:19:00,11299.38
2018-03-03 03:20:00,11307.33
2018-03-03 03:21:00,11313.18
2018-03-03 03:22:00,11306.87
2018-03-03 03:23:00,11303.71
2018-03-03 03:24:00,11308.37
2018-03-03 03:25:00,11297.66
2018-03-03 03:26:00,11298.01
2018-03-03 03:27:00,11300.67
2018-03-03 03:28:00,11301.46
2018-03-03 03:29:00,11302.96
2018-03-03 03:30:00,11289.05
2018-03-03 03:31:00,11266.59
2018-03-03 03:32:00,11250.94
2018-03-03 03:33:00,11256.66
2018-03-03 03:34:00,11262.86
2018-03-03 03:35:00,11258.23
2018-03-03 03:36:00,11247.34
2018-03-03 03:37:00,11261.95
2018-03-03 03:38:00,11270.24
2018-03-03 03:39:00,11270.73
2018-03-03 03:40:00,11279.95
2018-03-03 03:41:00,11286.59
2018-03-03 03:42:00,11283.15
2018-03-03 03:43:00,11280.54
2018-03-03 03:44:00,11277.43
2018-03-03 03:45:00,11278.28
2018-03-03 03:46:00,11279.24
2018-03-03 03:47:00,11285.48
2018-03-03 03:48:00,11296.63
2018-03-03 03:49:00,11303.59
2018-03-03 03:50:00,11313.84
2018-03-03 03:51:00,11301
2018-03-03 03:52:00,11303.44
2018-03-03 03:53:00,11306.98
2018-03-03 03:54:00,11305.02
2018-03-03 03:55:00,11308.53
2018-03-03 03:56:00,11312.03
2018-03-03 03:57:00,11311.21
2018-03-03 03:58:00,11311.4
2018-03-03 03:59:00,11303.92
2018-03-03 04:00:00,11305.12
2018-03-03 04:01:00,11310.55
2018-03-03 04:02:00,11309.69
2018-03-03 04:03:00,11316.28
2018-03-03 04:04:00,11319.43
2018-03-03 04:05:00,11318.46
2018-03-03 04:06:00,11320.63
2018-03-03 04:07:00,11322.61
2018-03-03 04:08:00,11322.52
2018-03-03 04:09:00,11324.82
2018-03-03 04:10:00,11324.21
2018-03-03 04:11:00,11321.84
2018-03-03 04:12:00,11320.34
2018-03-03 04:13:00,11319.7
2018-03-03 04:14:00,11314.91
2018-03-03 04:15:00,11312.2
2018-03-03 04:16:00,11315.94
2018-03-03 04:17:00,11306.78
2018-03-03 04:18:00,11306.36
2018-03-03 04:19:00,11307.29
2018-03-03 04:20:00,11317.9
2018-03-03 04:21:00,11315.46
2018-03-03 04:22:00,11319.24
2018-03-03 04:23:00,11327.48
2018-03-03 04:24:00,11324.57
2018-03-03 04:25:00,11328.98
2018-03-03 04:26:00,11333.32
2018-03-03 04:27:00,11333.61
2018-03-03 04:28:00,11333.82
2018-03-03 04:29:00,11333.42
2018-03-03 04:30:00,11327.82
2018-03-03 04:31:00,11328.55
2018-03-03 04:32:00,11325.99
2018-03-03 04:33:00,11325.5
2018-03-03 04:34:00,11326.85
2018-03-03 04:35:00,11326.85
2018-03-03 04:36:00,11328.69
2018-03-03 04:37:00,11335.51
2018-03-03 04:38:00,11333.76
2018-03-03 04:39:00,11336.47
2018-03-03 04:40:00,11346.48
2018-03-03 04:41:00,11364.46
2018-03-03 04:42:00,11356.81
2018-03-03 04:43:00,11357.58
2018-03-03 04:44:00,11357.48
2018-03-03 04:45:00,11358.09
2018-03-03 04:46:00,11358.02
2018-03-03 04:47:00,11358.99
2018-03-03 04:48:00,11356.8
2018-03-03 04:49:00,11359.36
2018-03-03 04:50:00,11370.63
2018-03-03 04:51:00,11377.87
2018-03-03 04:52:00,11379.45
2018-03-03 04:53:00,11372.32
2018-03-03 04:54:00,11362.15
2018-03-03 04:55:00,11371.51
2018-03-03 04:56:00,11374.15
2018-03-03 04:57:00,11369.94
2018-03-03 04:58:00,11370.26
2018-03-03 04:59:00,11362.22
2018-03-03 05:00:00,11359.01
2018-03-03 05:01:00,11363.64
2018-03-03 05:02:00,11363.37
2018-03-03 05:03:00,11360.82
2018-03-03 05:04:00,11352.12
2018-03-03 05:05:00,11324.79
2018-03-03 05:06:00,11309.98
2018-03-03 05:07:00,11294.66
2018-03-03 05:08:00,11308.04
2018-03-03 05:09:00,11301.36
2018-03-03 05:10:00,11295.72
2018-03-03 05:11:00,11298.11
2018-03-03 05:12:00,11300.36
2018-03-03 05:13:00,11300.56
2018-03-03 05:14:00,11299.06
2018-03-03 05:15:00,11294.37
2018-03-03 05:16:00,11296.03
2018-03-03 05:17:00,11299.14
2018-03-03 05:18:00,11303.25
2018-03-03 05:19:00,11305.69
2018-03-03 05:20:00,11308.04
2018-03-03 05:21:00,11310.7
2018-03-03 05:22:00,11313.4
2018-03-03 05:23:00,11322.86
2018-03-03 05:24:00,11323.42
2018-03-03 05:25:00,11323.53
2018-03-03 05:26:00,11323.19
2018-03-03 05:27:00,11322.17
2018-03-03 05:28:00,11323.7
2018-03-03 05:29:00,11324.67
2018-03-03 05:30:00,11321.85
2018-03-03 05:31:00,11315.89
2018-03-03 05:32:00,11314.83
2018-03-03 05:33:00,11312.07
2018-03-03 05:34:00,11301.93
2018-03-03 05:35:00,11297.25
2018-03-03 05:36:00,11297.95
2018-03-03 05:37:00,11306.59
2018-03-03 05:38:00,11304.12
2018-03-03 05:39:00,11305.7
2018-03-03 05:40:00,11303.56
2018-03-03 05:41:00,11300.54
2018-03-03 05:42:00,11299.58
2018-03-03 05:43:00,11300.07
2018-03-03 05:44:00,11298.78
2018-03-03 05:45:00,11298.73
2018-03-03 05:46:00,11296.74
2018-03-03 05:47:00,11298.26
2018-03-03 05:48:00,11301
2018-03-03 05:49:00,11317.81
2018-03-03 05:50:00,11328.76
2018-03-03 05:51:00,11339
2018-03-03 05:52:00,11339.17
2018-03-03 05:53:00,11332.8
2018-03-03 05:54:00,11326.24
2018-03-03 05:55:00,11328.85
2018-03-03 05:56:00,11336.64
2018-03-03 05:57:00,11328.69
2018-03-03 05:58:00,11328.48
2018-03-03 05:59:00,11328.83
2018-03-03 06:00:00,11318.66
2018-03-03 06:01:00,11317.31
2018-03-03 06:02:00,11317.51
2018-03-03 06:03:00,11325.02
2018-03-03 06:04:00,11325.75
2018-03-03 06:05:00,11330.73
2018-03-03 06:06:00,11334.8
2018-03-03 06:07:00,11336.95
2018-03-03 06:08:00,11337.84
2018-03-03 06:09:00,11327.36
2018-03-03 06:10:00,11328.83
2018-03-03 06:11:00,11331.41
2018-03-03 06:12:00,11333.58
2018-03-03 06:13:00,11331.19
2018-03-03 06:14:00,11329.9
2018-03-03 06:15:00,11334.9
2018-03-03 06:16:00,11337.84
2018-03-03 06:17:00,11333.34
2018-03-03 06:18:00,11329.55
2018-03-03 06:19:00,11332.96
2018-03-03 06:20:00,11333.55
2018-03-03 06:21:00,11333.36
2018-03-03 06:22:00,11334.56
2018-03-03 06:23:00,11339.83
2018-03-03 06:24:00,11362.21
2018-03-03 06:25:00,11371.63
2018-03-03 06:26:00,11363.54
2018-03-03 06:27:00,11363.45
2018-03-03 06:28:00,11350.03
2018-03-03 06:29:00,11352.63
2018-03-03 06:30:00,11355.52
2018-03-03 06:31:00,11355.85
2018-03-03 06:32:00,11362.46
2018-03-03 06:33:00,11370.13
2018-03-03 06:34:00,11375.22
2018-03-03 06:35:00,11385.33
2018-03-03 06:36:00,11382.04
2018-03-03 06:37:00,11371.88
2018-03-03 06:38:00,11357.05
2018-03-03 06:39:00,11365.9
2018-03-03 06:40:00,11371.7
2018-03-03 06:41:00,11375.66
2018-03-03 06:42:00,11365.16
2018-03-03 06:43:00,11361.41
2018-03-03 06:44:00,11369.39
2018-03-03 06:45:00,11366.43
2018-03-03 06:46:00,11378.98
2018-03-03 06:47:00,11380.44
2018-03-03 06:48:00,11382.53
2018-03-03 06:49:00,11374.04
2018-03-03 06:50:00,11367.67
2018-03-03 06:51:00,11355.9
2018-03-03 06:52:00,11343.31
2018-03-03 06:53:00,11327.2
2018-03-03 06:54:00,11324.47
2018-03-03 06:55:00,11337.63
2018-03-03 06:56:00,11333.71
2018-03-03 06:57:00,11333.01
2018-03-03 06:58:00,11332.06
2018-03-03 06:59:00,11329.58
2018-03-03 07:00:00,11330.5
2018-03-03 07:01:00,11332.14
2018-03-03 07:02:00,11346.09
2018-03-03 07:03:00,11358.3
2018-03-03 07:04:00,11362.06
2018-03-03 07:05:00,11363.67
2018-03-03 07:06:00,11364.12
2018-03-03 07:07:00,11368.1
2018-03-03 07:08:00,11363.19
2018-03-03 07:09:00,11366.88
2018-03-03 07:10:00,11364.87
2018-03-03 07:11:00,11362.77
2018-03-03 07:12:00,11363.38
2018-03-03 07:13:00,11365.08
2018-03-03 07:14:00,11361.32
2018-03-03 07:15:00,11361.03
2018-03-03 07:16:00,11363.64
2018-03-03 07:17:00,11360.96
2018-03-03 07:18:00,11358.13
2018-03-03 07:19:00,11356.92
2018-03-03 07:20:00,11359.35
2018-03-03 07:21:00,11359.25
2018-03-03 07:22:00,11356.98
2018-03-03 07:23:00,11355.01
2018-03-03 07:24:00,11353.45
2018-03-03 07:25:00,11352.19
2018-03-03 07:26:00,11353.85
2018-03-03 07:27:00,11352.96
2018-03-03 07:28:00,11347.87
2018-03-03 07:29:00,11346.97
2018-03-03 07:30:00,11341.17
2018-03-03 07:31:00,11339.35
2018-03-03 07:32:00,11328.2
2018-03-03 07:33:00,11334.7
2018-03-03 07:34:00,11331.26
2018-03-03 07:35:00,11324.53
2018-03-03 07:36:00,11320.15
2018-03-03 07:37:00,11309.17
2018-03-03 07:38:00,11313.18
2018-03-03 07:39:00,11304.68
2018-03-03 07:40:00,11293.24
2018-03-03 07:41:00,11294.27
2018-03-03 07:42:00,11293.65
2018-03-03 07:43:00,11290.68
2018-03-03 07:44:00,11290.41
2018-03-03 07:45:00,11294.62
2018-03-03 07:46:00,11289.94
2018-03-03 07:47:00,11294.3
2018-03-03 07:48:00,11299.98
2018-03-03 07:49:00,11308.01
2018-03-03 07:50:00,11314.83
2018-03-03 07:51:00,11313.32
2018-03-03 07:52:00,11312.36
2018-03-03 07:53:00,11308.08
2018-03-03 07:54:00,11302
2018-03-03 07:55:00,11303.4
2018-03-03 07:56:00,11304.18
2018-03-03 07:57:00,11300.95
2018-03-03 07:58:00,11297.03
2018-03-03 07:59:00,11295.62
2018-03-03 08:00:00,11297.21
2018-03-03 08:01:00,11289.99
2018-03-03 08:02:00,11260.46
2018-03-03 08:03:00,11246.37
2018-03-03 08:04:00,11244.79
2018-03-03 08:05:00,11242.74
2018-03-03 08:06:00,11246.21
2018-03-03 08:07:00,11251.35
2018-03-03 08:08:00,11252.85
2018-03-03 08:09:00,11251.05
2018-03-03 08:10:00,11245.29
2018-03-03 08:11:00,11244.46
2018-03-03 08:12:00,11247.37
2018-03-03 08:13:00,11245.78
2018-03-03 08:14:00,11257.18
2018-03-03 08:15:00,11266.7
2018-03-03 08:16:00,11275.84
2018-03-03 08:17:00,11272.81
2018-03-03 08:18:00,11270.74
2018-03-03 08:19:00,11273.35
2018-03-03 08:20:00,11272.73
2018-03-03 08:21:00,11273.48
2018-03-03 08:22:00,11271.07
2018-03-03 08:23:00,11268.61
2018-03-03 08:24:00,11268.4
2018-03-03 08:25:00,11267.32
2018-03-03 08:26:00,11265.67
2018-03-03 08:27:00,11260.24
2018-03-03 08:28:00,11260.66
2018-03-03 08:29:00,11258.75
2018-03-03 08:30:00,11260.75
2018-03-03 08:31:00,11259.39
2018-03-03 08:32:00,11275.43
2018-03-03 08:33:00,11290.83
2018-03-03 08:34:00,11295.23
2018-03-03 08:35:00,11307.51
2018-03-03 08:36:00,11312.23
2018-03-03 08:37:00,11311.44
2018-03-03 08:38:00,11310.65
2018-03-03 08:39:00,11308.94
2018-03-03 08:40:00,11308.28
2018-03-03 08:41:00,11306.43
2018-03-03 08:42:00,11304.18
2018-03-03 08:43:00,11303.97
2018-03-03 08:44:00,11307.13
2018-03-03 08:45:00,11306.99
2018-03-03 08:46:00,11310
2018-03-03 08:47:00,11310.28
2018-03-03 08:48:00,11319.43
2018-03-03 08:49:00,11320.51
2018-03-03 08:50:00,11321.25
2018-03-03 08:51:00,11318.78
2018-03-03 08:52:00,11318.71
2018-03-03 08:53:00,11322.73
2018-03-03 08:54:00,11328.32
2018-03-03 08:55:00,11334.4
2018-03-03 08:56:00,11333.28
2018-03-03 08:57:00,11337.27
2018-03-03 08:58:00,11334.31
2018-03-03 08:59:00,11331.81
2018-03-03 09:00:00,11335.16
2018-03-03 09:01:00,11340.98
2018-03-03 09:02:00,11341.93
2018-03-03 09:03:00,11338.27
2018-03-03 09:04:00,11340.45
2018-03-03 09:05:00,11340.33
2018-03-03 09:06:00,11336.84
2018-03-03 09:07:00,11340.29
2018-03-03 09:08:00,11336.7
2018-03-03 09:09:00,11333.19
2018-03-03 09:10:00,11335.76
2018-03-03 09:11:00,11334.5
2018-03-03 09:12:00,11334.37
2018-03-03 09:13:00,11332.98
2018-03-03 09:14:00,11333.65
2018-03-03 09:15:00,11333.13
2018-03-03 09:16:00,11337.34
2018-03-03 09:17:00,11341.71
2018-03-03 09:18:00,11342.52
2018-03-03 09:19:00,11343.26
2018-03-03 09:20:00,11343.51
2018-03-03 09:21:00,11344.39
2018-03-03 09:22:00,11337.07
2018-03-03 09:23:00,11296.73
2018-03-03 09:24:00,11297.92
2018-03-03 09:25:00,11295.08
2018-03-03 09:26:00,11302.02
2018-03-03 09:27:00,11305.12
2018-03-03 09:28:00,11305.49
2018-03-03 09:29:00,11306.98
2018-03-03 09:30:00,11309.07
2018-03-03 09:31:00,11305.69
2018-03-03 09:32:00,11304.56
2018-03-03 09:33:00,11302.81
2018-03-03 09:34:00,11304.95
2018-03-03 09:35:00,11301.8
2018-03-03 09:36:00,11300.27
2018-03-03 09:37:00,11294.43
2018-03-03 09:38:00,11291.93
2018-03-03 09:39:00,11290.19
2018-03-03 09:40:00,11280.95
2018-03-03 09:41:00,11279.73
2018-03-03 09:42:00,11283.46
2018-03-03 09:43:00,11290.54
2018-03-03 09:44:00,11293.43
2018-03-03 09:45:00,11289.15
2018-03-03 09:46:00,11288.54
2018-03-03 09:47:00,11288.78
2018-03-03 09:48:00,11287.6
2018-03-03 09:49:00,11287.8
2018-03-03 09:50:00,11285.69
2018-03-03 09:51:00,11285.97
2018-03-03 09:52:00,11297.15
2018-03-03 09:53:00,11307.57
2018-03-03 09:54:00,11307.75
2018-03-03 09:55:00,11308.57
2018-03-03 09:56:00,11308.51
2018-03-03 09:57:00,11306.02
2018-03-03 09:58:00,11311.74
2018-03-03 09:59:00,11314.38
2018-03-03 10:00:00,11313.99
2018-03-03 10:01:00,11320.15
2018-03-03 10:02:00,11321
2018-03-03 10:03:00,11315.83
2018-03-03 10:04:00,11316.33
2018-03-03 10:05:00,11314.98
2018-03-03 10:06:00,11316.08
2018-03-03 10:07:00,11317.06
2018-03-03 10:08:00,11322.69
2018-03-03 10:09:00,11320.87
2018-03-03 10:10:00,11321.76
2018-03-03 10:11:00,11314.69
2018-03-03 10:12:00,11311.76
2018-03-03 10:13:00,11317.99
2018-03-03 10:14:00,11315.07
2018-03-03 10:15:00,11311.8
2018-03-03 10:16:00,11307.4
2018-03-03 10:17:00,11308.7
2018-03-03 10:18:00,11307.27
2018-03-03 10:19:00,11304.09
2018-03-03 10:20:00,11305.63
2018-03-03 10:21:00,11305.99
2018-03-03 10:22:00,11305.05
2018-03-03 10:23:00,11304.57
2018-03-03 10:24:00,11303.29
2018-03-03 10:25:00,11302.5
2018-03-03 10:26:00,11307.19
2018-03-03 10:27:00,11307.84
2018-03-03 10:28:00,11307.09
2018-03-03 10:29:00,11308
2018-03-03 10:30:00,11308.29
2018-03-03 10:31:00,11314.91
2018-03-03 10:32:00,11319.36
2018-03-03 10:33:00,11323.12
2018-03-03 10:34:00,11323.86
2018-03-03 10:35:00,11326.44
2018-03-03 10:36:00,11328.03
2018-03-03 10:37:00,11325.78
2018-03-03 10:38:00,11325.79
2018-03-03 10:39:00,11326.39
2018-03-03 10:40:00,11329.06
2018-03-03 10:41:00,11328.57
2018-03-03 10:42:00,11332.29
2018-03-03 10:43:00,11333.86
2018-03-03 10:44:00,11334.39
2018-03-03 10:45:00,11332.57
2018-03-03 10:46:00,11332.03
2018-03-03 10:47:00,11332.99
2018-03-03 10:48:00,11332.73
2018-03-03 10:49:00,11325.6
2018-03-03 10:50:00,11314.31
2018-03-03 10:51:00,11316.97
2018-03-03 10:52:00,11318.63
2018-03-03 10:53:00,11320.4
2018-03-03 10:54:00,11321.06
2018-03-03 10:55:00,11321.07
2018-03-03 10:56:00,11320.9
2018-03-03 10:57:00,11319.89
2018-03-03 10:58:00,11310.18
2018-03-03 10:59:00,11307.26
2018-03-03 11:00:00,11306.96
2018-03-03 11:01:00,11298.48
2018-03-03 11:02:00,11295.35
2018-03-03 11:03:00,11306.41
2018-03-03 11:04:00,11308.77
2018-03-03 11:05:00,11313.67
2018-03-03 11:06:00,11323.47
2018-03-03 11:07:00,11328.94
2018-03-03 11:08:00,11329.66
2018-03-03 11:09:00,11326.58
2018-03-03 11:10:00,11327.34
2018-03-03 11:11:00,11326.45
2018-03-03 11:12:00,11323.92
2018-03-03 11:13:00,11322.91
2018-03-03 11:14:00,11326.12
2018-03-03 11:15:00,11330.17
2018-03-03 11:16:00,11333.17
2018-03-03 11:17:00,11329.17
2018-03-03 11:18:00,11331.68
2018-03-03 11:19:00,11331.79
2018-03-03 11:20:00,11331.75
2018-03-03 11:21:00,11333.46
2018-03-03 11:22:00,11334.11
2018-03-03 11:23:00,11335.24
2018-03-03 11:24:00,11335.94
2018-03-03 11:25:00,11330.14
2018-03-03 11:26:00,11314.93
2018-03-03 11:27:00,11315.6
2018-03-03 11:28:00,11316.17
2018-03-03 11:29:00,11321.82
2018-03-03 11:30:00,11320.79
2018-03-03 11:31:00,11312.32
2018-03-03 11:32:00,11294.43
2018-03-03 11:33:00,11267.59
2018-03-03 11:34:00,11273.82
2018-03-03 11:35:00,11277.93
2018-03-03 11:36:00,11279.45
2018-03-03 11:37:00,11281.04
2018-03-03 11:38:00,11286.36
2018-03-03 11:39:00,11293.85
2018-03-03 11:40:00,11300.16
2018-03-03 11:41:00,11300.55
2018-03-03 11:42:00,11294.06
2018-03-03 11:43:00,11289.64
2018-03-03 11:44:00,11289.64
2018-03-03 11:45:00,11290.86
2018-03-03 11:46:00,11289.8
2018-03-03 11:47:00,11294.67
2018-03-03 11:48:00,11298.8
2018-03-03 11:49:00,11293.96
2018-03-03 11:50:00,11293.73
2018-03-03 11:51:00,11291.04
2018-03-03 11:52:00,11280.39
2018-03-03 11:53:00,11277.54
2018-03-03 11:54:00,11274.98
2018-03-03 11:55:00,11272.41
2018-03-03 11:56:00,11267.51
2018-03-03 11:57:00,11267.73
2018-03-03 11:58:00,11265.7
2018-03-03 11:59:00,11267.43
2018-03-03 12:00:00,11273.42
2018-03-03 12:01:00,11282.02
2018-03-03 12:02:00,11279.11
2018-03-03 12:03:00,11284.2
2018-03-03 12:04:00,11293.34
2018-03-03 12:05:00,11294.87
2018-03-03 12:06:00,11296.53
2018-03-03 12:07:00,11295.28
2018-03-03 12:08:00,11296.31
2018-03-03 12:09:00,11297.85
2018-03-03 12:10:00,11298.79
2018-03-03 12:11:00,11298.85
2018-03-03 12:12:00,11298.07
2018-03-03 12:13:00,11297.49
2018-03-03 12:14:00,11308
2018-03-03 12:15:00,11308.88
2018-03-03 12:16:00,11309.49
2018-03-03 12:17:00,11310.45
2018-03-03 12:18:00,11310.08
2018-03-03 12:19:00,11310.14
2018-03-03 12:20:00,11313.23
2018-03-03 12:21:00,11319.95
2018-03-03 12:22:00,11336.58
2018-03-03 12:23:00,11334.82
2018-03-03 12:24:00,11334.28
2018-03-03 12:25:00,11332.73
2018-03-03 12:26:00,11332.49
2018-03-03 12:27:00,11336.23
2018-03-03 12:28:00,11338.53
2018-03-03 12:29:00,11340.55
2018-03-03 12:30:00,11348.88
2018-03-03 12:31:00,11381.94
2018-03-03 12:32:00,11387.82
2018-03-03 12:33:00,11382.08
2018-03-03 12:34:00,11384.95
2018-03-03 12:35:00,11395.11
2018-03-03 12:36:00,11410.35
2018-03-03 12:37:00,11412.41
2018-03-03 12:38:00,11406.92
2018-03-03 12:39:00,11412.73
2018-03-03 12:40:00,11411.87
2018-03-03 12:41:00,11401.93
2018-03-03 12:42:00,11401.11
2018-03-03 12:43:00,11400.51
2018-03-03 12:44:00,11406.49
2018-03-03 12:45:00,11405.82
2018-03-03 12:46:00,11394.17
2018-03-03 12:47:00,11395.66
2018-03-03 12:48:00,11381.34
2018-03-03 12:49:00,11379.07
2018-03-03 12:50:00,11383.05
2018-03-03 12:51:00,11381.85
2018-03-03 12:52:00,11380.63
2018-03-03 12:53:00,11383.38
2018-03-03 12:54:00,11384.44
2018-03-03 12:55:00,11388.78
2018-03-03 12:56:00,11396.15
